"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"15222","Tropaeolum majus",134,"https://www.gbif.org/species/2889934",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15223","Tropaeolum pendulum",5,"https://www.gbif.org/species/4162317",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15224","Tropaeolum pubescens",11,"https://www.gbif.org/species/7274354",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15225","Tropaeolum smithii",36,"https://www.gbif.org/species/4162418",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15226","Tropaeolum tricolor",1,"https://www.gbif.org/species/4162252",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15227","Tropaeolum trilobum",18,"https://www.gbif.org/species/4162212",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15228","Tropaeolum tuberosum",24,"https://www.gbif.org/species/2889931",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum"
"15229","Tropanisopodus tachira",1,"https://www.gbif.org/species/1155418",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Tropanisopodus"
"15230","Trophis racemosa",5,"https://www.gbif.org/species/2984648",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Trophis"
"15231","Tropicoporus cesatii",2,"https://www.gbif.org/species/12239327",NA,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Tropicoporus"
"15232","Tropicosa thorelli",55,"https://www.gbif.org/species/12216966",NA,"Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Tropicosa"
"15233","Tropidacris collaris",1,"https://www.gbif.org/species/1715314",NA,"Animalia","Arthropoda","Insecta","Orthoptera","Romaleidae","Tropidacris"
"15234","Tropidacris cristata",12,"https://www.gbif.org/species/1715295",NA,"Animalia","Arthropoda","Insecta","Orthoptera","Romaleidae","Tropidacris"
"15235","Tropidorhinella inflata",1,"https://www.gbif.org/species/2018782",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cercopidae","Tropidorhinella"
"15236","Tropidosteptes chapingoensis",2,"https://www.gbif.org/species/7597130",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tropidosteptes"
"15237","Tropidosteptes columbiensis",1,"https://www.gbif.org/species/7915986",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tropidosteptes"
"15238","Tropisternus lancifer",1,"https://www.gbif.org/species/8910291",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Tropisternus"
"15239","Tropisternus lateralis",2,"https://www.gbif.org/species/1034206",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Tropisternus"
"15240","Trullella duracina",1,"https://www.gbif.org/species/10729722",NA,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Trullella"
"15241","Trypanalebra maculata",43,"https://www.gbif.org/species/2024907",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Trypanalebra"
"15242","Trypanalebra ziczac",19,"https://www.gbif.org/species/2024911",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Trypanalebra"
"15243","Trypanidius notatus",1,"https://www.gbif.org/species/1123503",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Trypanidius"
"15244","Trypethelium eluteriae",19,"https://www.gbif.org/species/3528216",NA,"Fungi","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae","Trypethelium"
"15245","Trypethelium ochroleucum",1,"https://www.gbif.org/species/3528344",NA,"Fungi","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae","Trypethelium"
"15246","Tuberolachnus salignus",5,"https://www.gbif.org/species/2073744",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Tuberolachnus"
"15247","Tubeufia cylindrothecia",2,"https://www.gbif.org/species/2613774",NA,"Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Tubeufia"
"15248","Tubifex bergi",1,"https://www.gbif.org/species/9320422",NA,"Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubifex"
"15249","Tubifex tubifex",7,"https://www.gbif.org/species/2308444",NA,"Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubifex"
"15250","Tubulicrinis hamatus",2,"https://www.gbif.org/species/2542109",NA,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Tubulicrinis"
"15251","Tungurahuala basiliscus",2,"https://www.gbif.org/species/9079117",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Tungurahuala"
"15252","Tupinambis cryptus",1,"https://www.gbif.org/species/9074741",NA,"Animalia","Chordata","Squamata",NA,"Teiidae","Tupinambis"
"15253","Tupinambis teguixin",5,"https://www.gbif.org/species/2471948","https://catalogo.biodiversidad.co/file/56e0f3ed83c45700544e3cfc/summary","Animalia","Chordata","Squamata",NA,"Teiidae","Tupinambis"
"15254","Turbo fluctuosus",2,"https://www.gbif.org/species/2293202",NA,"Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Turbo"
"15255","Turdus albicollis",31,"https://www.gbif.org/species/2490782",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15256","Turdus flavipes",453,"https://www.gbif.org/species/7342122",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15257","Turdus fulviventris",35,"https://www.gbif.org/species/2490738",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15258","Turdus fumigatus",4,"https://www.gbif.org/species/9354950",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15259","Turdus fuscater",21290,"https://www.gbif.org/species/2490717","https://catalogo.biodiversidad.co/file/56cf9b573c16479905cba7f3/summary","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15260","Turdus grayi",111,"https://www.gbif.org/species/2490716",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15261","Turdus ignobilis",12746,"https://www.gbif.org/species/2490722","https://catalogo.biodiversidad.co/file/56cf9ee73c16479905cba7f4/summary","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15262","Turdus leucomelas",5472,"https://www.gbif.org/species/2490726","https://catalogo.biodiversidad.co/file/56e7b08583c45700544e4301/summary","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15263","Turdus leucops",2,"https://www.gbif.org/species/5789052",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15264","Turdus nudigenis",774,"https://www.gbif.org/species/2490763",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15265","Turdus obsoletus",11,"https://www.gbif.org/species/2490754",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15266","Turdus serranus",340,"https://www.gbif.org/species/2490784",NA,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus"
"15267","Turnera subulata",8,"https://www.gbif.org/species/4161154",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Turneraceae","Turnera"
"15268","Turnera ulmifolia",7,"https://www.gbif.org/species/2874852",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Turneraceae","Turnera"
"15269","Turpinia occidentalis",14,"https://www.gbif.org/species/5421358",NA,"Plantae","Tracheophyta","Magnoliopsida","Crossosomatales","Staphyleaceae","Turpinia"
"15270","Tylomys mirae",1,"https://www.gbif.org/species/2438539",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Tylomys"
"15271","Tylophoron hibernicum",3,"https://www.gbif.org/species/6755450",NA,"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae","Tylophoron"
"15272","Tylophoron moderatum",5,"https://www.gbif.org/species/3392838",NA,"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae","Tylophoron"
"15273","Tylophoron protrudens",3,"https://www.gbif.org/species/3392852",NA,"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae","Tylophoron"
"15274","Tylozygus fuscolineellus",1,"https://www.gbif.org/species/2041744",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Tylozygus"
"15275","Tynacantha marginata",2,"https://www.gbif.org/species/9669540",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Tynacantha"
"15276","Typha angustifolia",3,"https://www.gbif.org/species/5289461",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","Typha"
"15277","Typha domingensis",2,"https://www.gbif.org/species/5289534","https://catalogo.biodiversidad.co/file/56e7ac4883c45700544e42d6/summary","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","Typha"
"15278","Typha latifolia",23,"https://www.gbif.org/species/5289423","https://catalogo.biodiversidad.co/file/56e8419f83c45700544e43f1/summary","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","Typha"
"15279","Typhlomyrmex rogenhoferi",1,"https://www.gbif.org/species/1316283",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Typhlomyrmex"
"15280","Typhlonectes natans",2,"https://www.gbif.org/species/2430957",NA,"Animalia","Chordata","Amphibia","Gymnophiona","Typhlonectidae","Typhlonectes"
"15281","Typophorus nigritus",1,"https://www.gbif.org/species/1049019",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Typophorus"
"15282","Tyrannopsis sulphurea",1,"https://www.gbif.org/species/2483971",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannopsis"
"15283","Tyrannulus elatus",727,"https://www.gbif.org/species/2483855",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannulus"
"15284","Tyrannus dominicensis",20,"https://www.gbif.org/species/5229678","https://catalogo.biodiversidad.co/file/56e7b08983c45700544e4302/summary","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus"
"15285","Tyrannus melancholicus",22626,"https://www.gbif.org/species/5229662","https://catalogo.biodiversidad.co/file/56cfa86b3c16479905cba7f5/summary","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus"
"15286","Tyrannus savana",831,"https://www.gbif.org/species/5229693","https://catalogo.biodiversidad.co/file/56cfb29d3c16479905cba7f9/summary","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus"
"15287","Tyrannus tyrannus",885,"https://www.gbif.org/species/5229688","https://catalogo.biodiversidad.co/file/56cfb9833c16479905cba7fa/summary","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus"
"15288","Tyto alba",297,"https://www.gbif.org/species/2497921","https://catalogo.biodiversidad.co/file/56cfbf983c16479905cba7ff/summary","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto"
"15289","Ugni myricoides",95,"https://www.gbif.org/species/3185061","https://catalogo.biodiversidad.co/file/56e0b0f583c45700544e3ce1/summary","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Ugni"
"15290","Ulex europaeus",164,"https://www.gbif.org/species/2951984","https://catalogo.biodiversidad.co/file/56e7ad2483c45700544e42da/summary","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Ulex"
"15291","Ullucus tuberosus",5,"https://www.gbif.org/species/3083518",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Basellaceae","Ullucus"
"15292","Ululodes macleayanus",1,"https://www.gbif.org/species/2103638",NA,"Animalia","Arthropoda","Insecta","Neuroptera","Ascalaphidae","Ululodes"
"15293","Umbilicaria africana",1,"https://www.gbif.org/species/5260514",NA,"Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria"
"15294","Umbilicaria calvescens",1,"https://www.gbif.org/species/5260517",NA,"Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria"
"15295","Umbilicaria polyphylla",3,"https://www.gbif.org/species/5260484",NA,"Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria"
"15296","Umbilicaria polyrrhiza",4,"https://www.gbif.org/species/5260474",NA,"Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria"
"15297","Umbilicaria subcalvescens",8,"https://www.gbif.org/species/5479348",NA,"Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria"
"15298","Umbonia ataliba",7,"https://www.gbif.org/species/2024164",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Umbonia"
"15299","Umbonia crassicornis",3,"https://www.gbif.org/species/2024170",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Umbonia"
"15300","Umbonia signoreti",1,"https://www.gbif.org/species/2024167",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Umbonia"
"15301","Umbonia spinosa",1,"https://www.gbif.org/species/2024168",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Umbonia"
"15302","Uncancylus concentricus",4,"https://www.gbif.org/species/7942900","https://catalogo.biodiversidad.co/file/59407bf42f4fd7bc7f3947ad/summary","Animalia","Mollusca","Gastropoda",NA,"Planorbidae","Uncancylus"
"15303","Uncaria guianensis",1,"https://www.gbif.org/species/5338243",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Uncaria"
"15304","Uncaria tomentosa",52,"https://www.gbif.org/species/5338267",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Uncaria"
"15305","Unonopsis guatterioides",1,"https://www.gbif.org/species/3157798",NA,"Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Annonaceae","Unonopsis"
"15306","Uracis imbuta",2,"https://www.gbif.org/species/1427690","https://catalogo.biodiversidad.co/file/56e4eab183c45700544e3e63/summary","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Uracis"
"15307","Uranomitra franciae",2720,"https://www.gbif.org/species/10912964","https://catalogo.biodiversidad.co/file/56e77c3083c45700544e403f/summary","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Uranomitra"
"15308","Uranoscodon superciliosus",1,"https://www.gbif.org/species/2460007","https://catalogo.biodiversidad.co/file/56e0fd0483c45700544e3d06/summary","Animalia","Chordata","Squamata",NA,"Tropiduridae","Uranoscodon"
"15309","Urbanus dorantes",3,"https://www.gbif.org/species/1944286",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15310","Urbanus elmina",1,"https://www.gbif.org/species/1944313",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15311","Urbanus esmeraldus",2,"https://www.gbif.org/species/1944273",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15312","Urbanus pronus",1,"https://www.gbif.org/species/1944326",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15313","Urbanus proteus",15,"https://www.gbif.org/species/1944314",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15314","Urbanus tanna",3,"https://www.gbif.org/species/1944335",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15315","Urbanus teleus",4,"https://www.gbif.org/species/1944324",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus"
"15316","Urceola javanica",1,"https://www.gbif.org/species/5535823",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Urceola"
"15317","Urceolina grandiflora",1,"https://www.gbif.org/species/5325598",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Urceolina"
"15318","Urceolina subedentata",3,"https://www.gbif.org/species/5326821",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Urceolina"
"15319","Uredinopsis macrosperma",1,"https://www.gbif.org/species/2516792",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniastraceae","Uredinopsis"
"15320","Uredinopsis mayoriana",1,"https://www.gbif.org/species/3374260",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniastraceae","Uredinopsis"
"15321","Uredo amagensis",1,"https://www.gbif.org/species/3382263",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15322","Uredo baccharidis-anomalae",1,"https://www.gbif.org/species/3383158",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15323","Uredo caleae",1,"https://www.gbif.org/species/3381910",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15324","Uredo cyathulae",3,"https://www.gbif.org/species/3382525",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15325","Uredo eupatoriorum",2,"https://www.gbif.org/species/3381882",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15326","Uredo guacae",1,"https://www.gbif.org/species/2517702",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15327","Uredo hypoxidis",1,"https://www.gbif.org/species/2515704",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15328","Uredo hyptidis-atrorubentis",1,"https://www.gbif.org/species/3381585",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15329","Uredo kyllingiae",2,"https://www.gbif.org/species/8205202",NA,"Plantae",NA,NA,NA,NA,"Uredo"
"15330","Uredo myrciae",1,"https://www.gbif.org/species/3381735",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15331","Uredo teramni",1,"https://www.gbif.org/species/3382777",NA,"Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Uredo"
"15332","Urena lobata",2,"https://www.gbif.org/species/3152253",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Urena"
"15333","Urena procumbens",18,"https://www.gbif.org/species/7278922",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Urena"
"15334","Urera baccifera",34,"https://www.gbif.org/species/2984339",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urera"
