"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"8346","Persea bernardii",2,"https://www.gbif.org/species/4176104",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8347","Persea caerulea",19,"https://www.gbif.org/species/4175764","https://catalogo.biodiversidad.co/file/56e3e38683c45700544e3e0d/summary","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8348","Persea cuneata",5,"https://www.gbif.org/species/4183018","https://catalogo.biodiversidad.co/file/56e3e52083c45700544e3e0e/summary","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8349","Persea ferruginea",4,"https://www.gbif.org/species/4182542",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8350","Persea mutisii",29,"https://www.gbif.org/species/7304529",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8351","Persea ruizii",1,"https://www.gbif.org/species/4179074",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8352","Persea subcordata",3,"https://www.gbif.org/species/4178484",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Persea"
"8353","Persicaria capitata",3,"https://www.gbif.org/species/2889304",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8354","Persicaria hydropiperoides",14,"https://www.gbif.org/species/2889340",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8355","Persicaria longiseta",1,"https://www.gbif.org/species/4034537",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8356","Persicaria maculosa",2,"https://www.gbif.org/species/6391194",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8357","Persicaria nepalensis",13,"https://www.gbif.org/species/4034001",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8358","Persicaria orientalis",1,"https://www.gbif.org/species/2889229",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8359","Persicaria posumbu",1,"https://www.gbif.org/species/6391007",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8360","Persicaria punctata",17,"https://www.gbif.org/species/6390957",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8361","Persicaria segetum",14,"https://www.gbif.org/species/4032924",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria"
"8362","Pertusaria lichexanthoverrucosa",2,"https://www.gbif.org/species/10801702",NA,"Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria"
"8363","Pertusaria subvaginata",1,"https://www.gbif.org/species/7250854",NA,"Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria"
"8364","Pertusaria tetrathalamia",1,"https://www.gbif.org/species/2600101",NA,"Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria"
"8365","Pescatoria coelestis",1,"https://www.gbif.org/species/2788070","https://catalogo.biodiversidad.co/file/56e798d583c45700544e41ea/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Pescatoria"
"8366","Pestalotiopsis rhododendri",2,"https://www.gbif.org/species/10811116",NA,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis"
"8367","Pestalotiopsis telopeae",1,"https://www.gbif.org/species/8266739",NA,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis"
"8368","Petalops bellator",1,"https://www.gbif.org/species/4390731",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Coreidae","Petalops"
"8369","Petiveria alliacea",1,"https://www.gbif.org/species/3084012",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Petiveria"
"8370","Petrea volubilis",2,"https://www.gbif.org/species/2925536",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Petrea"
"8371","Petrochelidon pyrrhonota",272,"https://www.gbif.org/species/2489169","https://catalogo.biodiversidad.co/file/56cc9b06207ecea54a561e3b/summary","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon"
"8372","Petroselinum crispum",4,"https://www.gbif.org/species/3034907",NA,"Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Petroselinum"
"8373","Peucetia rubrolineata",33,"https://www.gbif.org/species/2178571",NA,"Animalia","Arthropoda","Arachnida","Araneae","Oxyopidae","Peucetia"
"8374","Peyritschia irazuensis",12,"https://www.gbif.org/species/12228657",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Peyritschia"
"8375","Peyritschia killipii",1,"https://www.gbif.org/species/12254121",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Peyritschia"
"8376","Peyritschia planifolia",48,"https://www.gbif.org/species/12204606",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Peyritschia"
"8377","Pfaffia glomerata",2,"https://www.gbif.org/species/7323527",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Pfaffia"
"8378","Pfaffia iresinoides",30,"https://www.gbif.org/species/7323495",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Pfaffia"
"8379","Pfaffia patiensis",1,"https://www.gbif.org/species/7994140",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Pfaffia"
"8380","Phacellodomus rufifrons",235,"https://www.gbif.org/species/2485126",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus"
"8381","Phacidium lacerum",4,"https://www.gbif.org/species/5256112",NA,"Fungi","Ascomycota","Leotiomycetes","Phacidiales","Phacidiaceae","Phacidium"
"8382","Phaenoglyphis villosa",1,"https://www.gbif.org/species/1334162",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Figitidae","Phaenoglyphis"
"8383","Phaeographis decolorascens",1,"https://www.gbif.org/species/12234027",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographis"
"8384","Phaeographis dendritica",2,"https://www.gbif.org/species/8414029",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographis"
"8385","Phaeographis haematites",2,"https://www.gbif.org/species/6609973",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographis"
"8386","Phaeographis lindigiana",1,"https://www.gbif.org/species/2601638",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographis"
"8387","Phaeographis major",3,"https://www.gbif.org/species/7972847",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographis"
"8388","Phaeographis scalpturata",2,"https://www.gbif.org/species/3418418",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographis"
"8389","Phaeohelotium succineoguttulatum",41,"https://www.gbif.org/species/8042439",NA,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium"
"8390","Phaeoisariopsis cassiae",1,"https://www.gbif.org/species/2622650",NA,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Phaeoisariopsis"
"8391","Phaeomarasmius mercedis",1,"https://www.gbif.org/species/3330628",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tubariaceae","Phaeomarasmius"
"8392","Phaeomyias murina",32,"https://www.gbif.org/species/2484076","https://catalogo.biodiversidad.co/file/56e7a5f183c45700544e428f/summary","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Phaeomyias"
"8393","Phaeophyscia endococcinodes",2,"https://www.gbif.org/species/2609141",NA,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia"
"8394","Phaeophyscia hispidula",2,"https://www.gbif.org/species/2609177",NA,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia"
"8395","Phaethornis anthophilus",461,"https://www.gbif.org/species/2476595","https://catalogo.biodiversidad.co/file/56e5fc9c83c45700544e3e8d/summary","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8396","Phaethornis augusti",164,"https://www.gbif.org/species/2476628",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8397","Phaethornis bourcieri",2,"https://www.gbif.org/species/2476576",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8398","Phaethornis griseogularis",394,"https://www.gbif.org/species/2476584",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8399","Phaethornis guy",311,"https://www.gbif.org/species/2476607",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8400","Phaethornis hispidus",169,"https://www.gbif.org/species/2476619",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8401","Phaethornis longirostris",489,"https://www.gbif.org/species/2476621",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8402","Phaethornis malaris",1,"https://www.gbif.org/species/2476612",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8403","Phaethornis striigularis",694,"https://www.gbif.org/species/2476600",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8404","Phaethornis syrmatophorus",30,"https://www.gbif.org/species/2476589",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis"
"8405","Phaetusa simplex",189,"https://www.gbif.org/species/5229213","https://catalogo.biodiversidad.co/file/56ccbfaa207ecea54a561e40/summary","Animalia","Chordata","Aves","Charadriiformes","Laridae","Phaetusa"
"8406","Phalacrocorax brasilianus",393,"https://www.gbif.org/species/9399113","https://catalogo.biodiversidad.co/file/56ccc6de207ecea54a561e42/summary","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax"
"8407","Phalaris arundinacea",3,"https://www.gbif.org/species/5289756",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phalaris"
"8408","Phalaris minor",4,"https://www.gbif.org/species/5289752",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phalaris"
"8409","Phalaropus tricolor",1,"https://www.gbif.org/species/5229389",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus"
"8410","Phanaeus haroldi",3,"https://www.gbif.org/species/1087498","https://catalogo.biodiversidad.co/file/56e75e4f83c45700544e3fb5/summary","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phanaeus"
"8411","Phanaeus meleagris",94,"https://www.gbif.org/species/1087549","https://catalogo.biodiversidad.co/file/56e75d9383c45700544e3fb3/summary","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phanaeus"
"8412","Phanaeus olsoufieffi",2,"https://www.gbif.org/species/1087583",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phanaeus"
"8413","Phanaeus pyrois",1,"https://www.gbif.org/species/1087579","https://catalogo.biodiversidad.co/file/56e75d0d83c45700544e3fb0/summary","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phanaeus"
"8414","Pharomachrus antisianus",14,"https://www.gbif.org/species/2496719",NA,"Animalia","Chordata","Aves","Trogoniformes","Trogonidae","Pharomachrus"
"8415","Pharomachrus auriceps",37,"https://www.gbif.org/species/2496720",NA,"Animalia","Chordata","Aves","Trogoniformes","Trogonidae","Pharomachrus"
"8416","Phaseolus coccineus",4,"https://www.gbif.org/species/5350466",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus"
"8417","Phaseolus dumosus",28,"https://www.gbif.org/species/5632734",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus"
"8418","Phaseolus lunatus",99,"https://www.gbif.org/species/5350438",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus"
"8419","Phaseolus vulgaris",1138,"https://www.gbif.org/species/5350452",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus"
"8420","Pheidole chocoensis",2,"https://www.gbif.org/species/8246301",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole"
"8421","Pheles strigosa",1,"https://www.gbif.org/species/10299320",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Pheles"
"8422","Phelline indivisa",1,"https://www.gbif.org/species/4196462",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Phellinaceae","Phelline"
"8423","Phenax angustifolius",5,"https://www.gbif.org/species/5670460",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Phenax"
"8424","Phenax grossecrenatus",3,"https://www.gbif.org/species/5670365",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Phenax"
"8425","Phenax hirtus",3,"https://www.gbif.org/species/7300652",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Phenax"
"8426","Phenax laevigatus",3,"https://www.gbif.org/species/7300649",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Phenax"
"8427","Phenax rugosus",4,"https://www.gbif.org/species/7300597",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Phenax"
"8428","Pheucticus aureoventris",1078,"https://www.gbif.org/species/2490499","https://catalogo.biodiversidad.co/file/56cccc56207ecea54a561e45/summary","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus"
"8429","Pheucticus ludovicianus",192,"https://www.gbif.org/species/2490494","https://catalogo.biodiversidad.co/file/56ccd292207ecea54a561e47/summary","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus"
"8430","Pheugopedius fasciatoventris",1374,"https://www.gbif.org/species/7341215","https://catalogo.biodiversidad.co/file/56e7b06f83c45700544e42f7/summary","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius"
"8431","Pheugopedius mystacalis",614,"https://www.gbif.org/species/7341190",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius"
"8432","Pheugopedius rutilus",592,"https://www.gbif.org/species/7341141",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius"
"8433","Pheugopedius sclateri",2,"https://www.gbif.org/species/7341126",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius"
"8434","Pheugopedius spadix",48,"https://www.gbif.org/species/7341222",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius"
"8435","Phiale guttata",1,"https://www.gbif.org/species/2174649",NA,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phiale"
"8436","Philaethria dido",5,"https://www.gbif.org/species/1892509",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Philaethria"
"8437","Phileurus didymus",2,"https://www.gbif.org/species/1074406",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phileurus"
"8438","Phileurus voirinae",1,"https://www.gbif.org/species/1074405",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phileurus"
"8439","Phileurus youngi",2,"https://www.gbif.org/species/1074412",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phileurus"
"8440","Philodendron barrosoanum",26,"https://www.gbif.org/species/2870898",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8441","Philodendron deflexum",14,"https://www.gbif.org/species/2870714",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8442","Philodendron fragrantissimum",9,"https://www.gbif.org/species/2870944",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8443","Philodendron gloriosum",9,"https://www.gbif.org/species/2870786",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8444","Philodendron grandipes",3,"https://www.gbif.org/species/2870675",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8445","Philodendron hederaceum",43,"https://www.gbif.org/species/2871003","https://catalogo.biodiversidad.co/file/56e82f0383c45700544e435e/summary","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8446","Philodendron heleniae",8,"https://www.gbif.org/species/2870910",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8447","Philodendron inaequilaterum",10,"https://www.gbif.org/species/2871286",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8448","Philodendron leyvae",16,"https://www.gbif.org/species/2871284",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8449","Philodendron ligulatum",1,"https://www.gbif.org/species/2871262",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8450","Philodendron longirrhizum",3,"https://www.gbif.org/species/2871045","https://catalogo.biodiversidad.co/file/5fe0e0dda1cbeda25bdad8e4/summary","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8451","Philodendron mendozae",2,"https://www.gbif.org/species/12185008",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8452","Philodendron ornatum",10,"https://www.gbif.org/species/2871136",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8453","Philodendron quinquenervium",29,"https://www.gbif.org/species/2871133","https://catalogo.biodiversidad.co/file/5ff3254f970ccfc15cb42137/summary","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8454","Philodendron radiatum",4,"https://www.gbif.org/species/2870769","https://catalogo.biodiversidad.co/file/56e82f3783c45700544e435f/summary","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8455","Philodendron sagittifolium",3,"https://www.gbif.org/species/2870829","https://catalogo.biodiversidad.co/file/56e82f3783c45700544e4360/summary","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8456","Philodendron schottianum",1,"https://www.gbif.org/species/2871283",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8457","Philodendron sphalerum",1,"https://www.gbif.org/species/2870804",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
"8458","Philodendron tenue",1,"https://www.gbif.org/species/2870976",NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Philodendron"
